Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.688s)
CreateVariables () DONE !!!
Creating 6 APs 25.00 m length apart  70.00m width apart.
CreateApNodes () DONE !!!
Creating 0 CLs 30 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
00:00:00:00:00:01
00:00:00:00:00:02
00:00:00:00:00:03
00:00:00:00:00:04
00:00:00:00:00:05
00:00:00:00:00:06
CreateAdhocDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
Static Routing Rules Set.
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 400.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5
82.00	9.29	-1.00	-1.00	-1.00	-1.00	0.39
83.00	8.00	-1.00	-1.00	-1.00	-1.00	0.00
84.00	8.00	-1.00	-1.00	-1.00	-1.00	0.00
85.00	8.01	-1.00	-1.00	-1.00	-1.00	0.00
86.00	8.00	-1.00	-1.00	-1.00	-1.00	0.00
87.00	8.00	-1.00	-1.00	-1.00	-1.00	0.00
88.00	8.01	-1.00	-1.00	-1.00	-1.00	0.00
89.00	8.00	-1.00	-1.00	-1.00	-1.00	0.00
90.00	8.00	-1.00	-1.00	-1.00	-1.00	0.00
91.00	9.00	-1.00	-1.00	-1.00	-1.00	0.00
92.00	9.00	-1.00	-1.00	-1.00	-1.00	0.00
93.00	9.01	-1.00	-1.00	-1.00	-1.00	0.00
94.00	9.00	-1.00	-1.00	-1.00	-1.00	0.00
95.00	9.00	-1.00	-1.00	-1.00	-1.00	0.00
96.00	9.01	-1.00	-1.00	-1.00	-1.00	0.00
97.00	9.00	-1.00	-1.00	-1.00	-1.00	0.00
98.00	9.00	-1.00	-1.00	-1.00	-1.00	0.00
99.00	9.00	-1.00	-1.00	-1.00	-1.00	0.00
100.00	9.01	-1.00	-1.00	-1.00	-1.00	0.00
101.00	9.99	-1.00	-1.00	-1.00	-1.00	0.00
102.00	10.00	-1.00	-1.00	-1.00	-1.00	0.00
103.00	10.00	-1.00	-1.00	-1.00	-1.00	0.00
104.00	10.01	-1.00	-1.00	-1.00	-1.00	0.00
105.00	10.00	-1.00	-1.00	-1.00	-1.00	0.00
106.00	10.00	-1.00	-1.00	-1.00	-1.00	0.00
107.00	10.00	-1.00	-1.00	-1.00	-1.00	0.00
108.00	10.00	-1.00	-1.00	-1.00	-1.00	0.00
109.00	10.01	-1.00	-1.00	-1.00	-1.00	0.00
110.00	10.00	-1.00	-1.00	-1.00	-1.00	0.00
111.00	10.99	-1.00	-1.00	-1.00	-1.00	0.00
112.00	11.00	-1.00	-1.00	-1.00	-1.00	0.00
113.00	11.00	-1.00	-1.00	-1.00	-1.00	0.00
114.00	11.00	-1.00	-1.00	-1.00	-1.00	0.00
115.00	11.00	-1.00	-1.00	-1.00	-1.00	0.00
116.00	11.00	-1.00	-1.00	-1.00	-1.00	0.00
117.00	11.01	-1.00	-1.00	-1.00	-1.00	0.00
118.00	11.00	-1.00	-1.00	-1.00	-1.00	0.00
119.00	11.00	-1.00	-1.00	-1.00	-1.00	0.00
120.00	11.00	-1.00	-1.00	-1.00	-1.00	0.00
121.00	12.00	-1.00	-1.00	-1.00	-1.00	0.00
122.00	11.92	-1.00	-1.00	-1.00	-1.00	0.00
123.00	12.00	-1.00	-1.00	-1.00	-1.00	0.00
124.00	12.00	-1.00	-1.00	-1.00	-1.00	0.00
125.00	12.00	-1.00	-1.00	-1.00	-1.00	0.00
126.00	12.00	-1.00	-1.00	-1.00	-1.00	0.00
127.00	12.00	-1.00	-1.00	-1.00	-1.00	0.00
128.00	12.00	-1.00	-1.00	-1.00	-1.00	0.00
129.00	12.00	-1.00	-1.00	-1.00	-1.00	0.00
130.00	12.00	-1.00	-1.00	-1.00	-1.00	0.00
131.00	13.00	-1.00	-1.00	-1.00	-1.00	0.00
132.00	13.00	-1.00	-1.00	-1.00	-1.00	0.00
133.00	13.00	-1.00	-1.00	-1.00	-1.00	0.00
134.00	13.00	-1.00	-1.00	-1.00	-1.00	0.00
135.00	12.99	-1.00	-1.00	-1.00	-1.00	0.00
136.00	13.00	-1.00	-1.00	-1.00	-1.00	0.00
137.00	13.00	-1.00	-1.00	-1.00	-1.00	0.00
138.00	13.00	-1.00	-1.00	-1.00	-1.00	0.00
139.00	13.00	-1.00	-1.00	-1.00	-1.00	0.00
140.00	13.00	-1.00	-1.00	-1.00	-1.00	0.00
141.00	14.00	-1.00	-1.00	-1.00	-1.00	0.00
142.00	13.99	-1.00	-1.00	-1.00	-1.00	0.00
143.00	14.00	-1.00	-1.00	-1.00	-1.00	0.00
144.00	14.00	-1.00	-1.00	-1.00	-1.00	0.00
145.00	14.00	-1.00	-1.00	-1.00	-1.00	0.00
146.00	14.00	-1.00	-1.00	-1.00	-1.00	0.00
147.00	13.99	-1.00	-1.00	-1.00	-1.00	0.00
148.00	14.01	-1.00	-1.00	-1.00	-1.00	0.00
149.00	13.99	-1.00	-1.00	-1.00	-1.00	0.00
150.00	14.00	-1.00	-1.00	-1.00	-1.00	0.00
151.00	14.99	-1.00	-1.00	-1.00	-1.00	0.00
152.00	14.99	-1.00	-1.00	-1.00	-1.00	0.00
153.00	15.01	-1.00	-1.00	-1.00	-1.00	0.00
154.00	14.98	-1.00	-1.00	-1.00	-1.00	0.00
155.00	15.00	-1.00	-1.00	-1.00	-1.00	0.00
156.00	15.00	-1.00	-1.00	-1.00	-1.00	0.00
157.00	15.01	-1.00	-1.00	-1.00	-1.00	0.00
158.00	14.99	-1.00	-1.00	-1.00	-1.00	0.00
159.00	15.00	-1.00	-1.00	-1.00	-1.00	0.00
160.00	14.99	-1.00	-1.00	-1.00	-1.00	0.00
161.00	16.00	-1.00	-1.00	-1.00	-1.00	0.00
162.00	15.99	-1.00	-1.00	-1.00	-1.00	0.00
163.00	16.00	-1.00	-1.00	-1.00	-1.00	0.00
164.00	15.99	-1.00	-1.00	-1.00	-1.00	0.00
165.00	16.00	-1.00	-1.00	-1.00	-1.00	0.00
166.00	16.00	-1.00	-1.00	-1.00	-1.00	0.00
167.00	15.99	-1.00	-1.00	-1.00	-1.00	0.00
168.00	16.00	-1.00	-1.00	-1.00	-1.00	0.00
169.00	16.00	-1.00	-1.00	-1.00	-1.00	0.00
170.00	15.99	-1.00	-1.00	-1.00	-1.00	0.00
171.00	16.99	-1.00	-1.00	-1.00	-1.00	0.00
172.00	16.99	-1.00	-1.00	-1.00	-1.00	0.00
173.00	17.02	-1.00	-1.00	-1.00	-1.00	0.00
174.00	16.92	-1.00	-1.00	-1.00	-1.00	0.00
175.00	17.08	-1.00	-1.00	-1.00	-1.00	0.00
176.00	16.99	-1.00	-1.00	-1.00	-1.00	0.00
177.00	17.00	-1.00	-1.00	-1.00	-1.00	0.00
178.00	16.99	-1.00	-1.00	-1.00	-1.00	0.00
179.00	16.98	-1.00	-1.00	-1.00	-1.00	0.00
180.00	17.02	-1.00	-1.00	-1.00	-1.00	0.00
181.00	17.98	-1.00	-1.00	-1.00	-1.00	0.00
182.00	18.01	-1.00	-1.00	-1.00	-1.00	0.00
183.00	18.01	-1.00	-1.00	-1.00	-1.00	0.00
184.00	17.92	-1.00	-1.00	-1.00	-1.00	0.00
185.00	18.06	-1.00	-1.00	-1.00	-1.00	0.00
186.00	18.02	-1.00	-1.00	-1.00	-1.00	0.00
187.00	17.99	-1.00	-1.00	-1.00	-1.00	0.00
188.00	17.98	-1.00	-1.00	-1.00	-1.00	0.00
189.00	18.02	-1.00	-1.00	-1.00	-1.00	0.00
190.00	18.01	-1.00	-1.00	-1.00	-1.00	0.00
191.00	18.98	-1.00	-1.00	-1.00	-1.00	0.00
192.00	18.98	-1.00	-1.00	-1.00	-1.00	0.00
193.00	19.03	-1.00	-1.00	-1.00	-1.00	0.00
194.00	18.97	-1.00	-1.00	-1.00	-1.00	0.00
195.00	19.04	-1.00	-1.00	-1.00	-1.00	0.00
196.00	18.98	-1.00	-1.00	-1.00	-1.00	0.00
197.00	18.99	-1.00	-1.00	-1.00	-1.00	0.00
198.00	19.02	-1.00	-1.00	-1.00	-1.00	0.00
199.00	18.98	-1.00	-1.00	-1.00	-1.00	0.00
200.00	18.94	-1.00	-1.00	-1.00	-1.00	0.00
201.00	20.01	-1.00	-1.00	-1.00	-1.00	0.00
202.00	20.05	-1.00	-1.00	-1.00	-1.00	0.00
203.00	19.98	-1.00	-1.00	-1.00	-1.00	0.00
204.00	20.01	-1.00	-1.00	-1.00	-1.00	0.00
205.00	20.02	-1.00	-1.00	-1.00	-1.00	0.00
206.00	19.90	-1.00	-1.00	-1.00	-1.00	0.00
207.00	20.09	-1.00	-1.00	-1.00	-1.00	0.00
208.00	20.00	-1.00	-1.00	-1.00	-1.00	0.00
209.00	19.98	-1.00	-1.00	-1.00	-1.00	0.00
210.00	20.01	-1.00	-1.00	-1.00	-1.00	0.00
211.00	20.98	-1.00	-1.00	-1.00	-1.00	0.00
212.00	20.98	-1.00	-1.00	-1.00	-1.00	0.00
213.00	21.01	-1.00	-1.00	-1.00	-1.00	0.00
214.00	21.00	-1.00	-1.00	-1.00	-1.00	0.00
215.00	21.00	-1.00	-1.00	-1.00	-1.00	0.00
216.00	21.02	-1.00	-1.00	-1.00	-1.00	0.00
217.00	20.97	-1.00	-1.00	-1.00	-1.00	0.00
218.00	21.04	-1.00	-1.00	-1.00	-1.00	0.00
219.00	20.95	-1.00	-1.00	-1.00	-1.00	0.00
220.00	21.02	-1.00	-1.00	-1.00	-1.00	0.00
221.00	21.70	-1.00	-1.00	-1.00	-1.00	0.00
222.00	22.30	-1.00	-1.00	-1.00	-1.00	0.00
223.00	21.86	-1.00	-1.00	-1.00	-1.00	0.00
224.00	22.12	-1.00	-1.00	-1.00	-1.00	0.00
225.00	21.95	-1.00	-1.00	-1.00	-1.00	0.00
226.00	22.02	-1.00	-1.00	-1.00	-1.00	0.00
227.00	22.00	-1.00	-1.00	-1.00	-1.00	0.00
228.00	22.06	-1.00	-1.00	-1.00	-1.00	0.00
229.00	22.00	-1.00	-1.00	-1.00	-1.00	0.00
230.00	21.96	-1.00	-1.00	-1.00	-1.00	0.00
231.00	22.57	-1.00	-1.00	-1.00	-1.00	0.00
232.00	23.38	-1.00	-1.00	-1.00	-1.00	0.00
233.00	22.87	-1.00	-1.00	-1.00	-1.00	0.00
234.00	23.13	-1.00	-1.00	-1.00	-1.00	0.00
235.00	23.03	-1.00	-1.00	-1.00	-1.00	0.00
236.00	22.94	-1.00	-1.00	-1.00	-1.00	0.00
237.00	23.03	-1.00	-1.00	-1.00	-1.00	0.00
238.00	23.03	-1.00	-1.00	-1.00	-1.00	0.00
239.00	22.90	-1.00	-1.00	-1.00	-1.00	0.00
240.00	23.13	-1.00	-1.00	-1.00	-1.00	0.00
241.00	23.72	-1.00	-1.00	-1.00	-1.00	0.00
242.00	23.78	-1.00	-1.00	-1.00	-1.00	0.00
243.00	23.99	-1.00	-1.00	-1.00	-1.00	0.00
244.00	23.99	-1.00	-1.00	-1.00	-1.00	0.00
245.00	23.88	-1.00	-1.00	-1.00	-1.00	0.00
246.00	24.08	-1.00	-1.00	-1.00	-1.00	0.00
247.00	24.01	-1.00	-1.00	-1.00	-1.00	0.00
248.00	24.05	-1.00	-1.00	-1.00	-1.00	0.00
249.00	23.93	-1.00	-1.00	-1.00	-1.00	0.00
250.00	24.02	-1.00	-1.00	-1.00	-1.00	0.00
251.00	24.82	-1.00	-1.00	-1.00	-1.00	0.00
252.00	25.12	-1.00	-1.00	-1.00	-1.00	0.00
253.00	24.86	-1.00	-1.00	-1.00	-1.00	0.00
254.00	24.51	-1.00	-1.00	-1.00	-1.00	0.00
255.00	25.20	-1.00	-1.00	-1.00	-1.00	0.00
256.00	25.50	-1.00	-1.00	-1.00	-1.00	0.00
257.00	24.76	-1.00	-1.00	-1.00	-1.00	0.00
258.00	25.07	-1.00	-1.00	-1.00	-1.00	0.00
259.00	25.06	-1.00	-1.00	-1.00	-1.00	0.00
260.00	25.12	-1.00	-1.00	-1.00	-1.00	0.00
261.00	25.13	-1.00	-1.00	-1.00	-1.00	0.00
262.00	24.99	-1.00	-1.00	-1.00	-1.00	0.00
263.00	24.73	-1.00	-1.00	-1.00	-1.00	0.00
264.00	26.20	-1.00	-1.00	-1.00	-1.00	0.00
265.00	26.20	-1.00	-1.00	-1.00	-1.00	0.00
266.00	23.55	-1.00	-1.00	-1.00	-1.00	0.00
267.00	27.38	-1.00	-1.00	-1.00	-1.00	0.00
268.00	25.61	-1.00	-1.00	-1.00	-1.00	0.00
269.00	25.02	-1.00	-1.00	-1.00	-1.00	0.00
270.00	26.50	-1.00	-1.00	-1.00	-1.00	0.00
271.00	26.05	-1.00	-1.00	-1.00	-1.00	0.00
272.00	25.77	-1.00	-1.00	-1.00	-1.00	0.00
273.00	24.44	-1.00	-1.00	-1.00	-1.00	0.00
274.00	26.94	-1.00	-1.00	-1.00	-1.00	0.00
275.00	23.99	-1.00	-1.00	-1.00	-1.00	0.00
276.00	24.44	-1.00	-1.00	-1.00	-1.00	0.00
277.00	26.50	-1.00	-1.00	-1.00	-1.00	0.00
278.00	25.17	-1.00	-1.00	-1.00	-1.00	0.00
279.00	25.77	-1.00	-1.00	-1.00	-1.00	0.00
280.00	24.14	-1.00	-1.00	-1.00	-1.00	0.00
281.00	25.91	-1.00	-1.00	-1.00	-1.00	0.00
282.00	25.02	-1.00	-1.00	-1.00	-1.00	0.00
283.00	25.61	-1.00	-1.00	-1.00	-1.00	0.00
284.00	25.32	-1.00	-1.00	-1.00	-1.00	0.00
285.00	26.79	-1.00	-1.00	-1.00	-1.00	0.00
286.00	25.91	-1.00	-1.00	-1.00	-1.00	0.00
287.00	25.02	-1.00	-1.00	-1.00	-1.00	0.00
288.00	22.96	-1.00	-1.00	-1.00	-1.00	0.00
289.00	25.91	-1.00	-1.00	-1.00	-1.00	0.00
290.00	27.50	-1.00	-1.00	-1.00	-1.00	0.00
291.00	20.78	-1.00	-1.00	-1.00	-1.00	0.00
292.00	22.96	-1.00	-1.00	-1.00	-1.00	0.00
293.00	31.81	-1.00	-1.00	-1.00	-1.00	0.00
294.00	24.44	-1.00	-1.00	-1.00	-1.00	0.00
295.00	25.91	-1.00	-1.00	-1.00	-1.00	0.00
296.00	25.61	-1.00	-1.00	-1.00	-1.00	0.00
297.00	25.91	-1.00	-1.00	-1.00	-1.00	0.00
298.00	24.73	-1.00	-1.00	-1.00	-1.00	0.00
299.00	18.25	-1.00	-1.00	-1.00	-1.00	0.00
300.00	28.49	-1.00	-1.00	-1.00	-1.00	0.00
301.00	31.92	-1.00	-1.00	-1.00	-1.00	0.00
302.00	23.85	-1.00	-1.00	-1.00	-1.00	0.00
303.00	25.61	-1.00	-1.00	-1.00	-1.00	0.00
304.00	25.32	-1.00	-1.00	-1.00	-1.00	0.00
305.00	24.44	-1.00	-1.00	-1.00	-1.00	0.00
306.00	13.47	-1.00	-1.00	-1.00	-1.00	0.00
307.00	20.61	-1.00	-1.00	-1.00	-1.00	0.00
308.00	26.79	-1.00	-1.00	-1.00	-1.00	0.00
309.00	26.14	-1.00	-1.00	-1.00	-1.00	0.00
310.00	24.14	-1.00	-1.00	-1.00	-1.00	0.00
311.00	25.91	-1.00	-1.00	-1.00	-1.00	0.00
312.00	22.37	-1.00	-1.00	-1.00	-1.00	0.00
313.00	25.24	-1.00	-1.00	-1.00	-1.00	0.00
314.00	31.50	-1.00	-1.00	-1.00	-1.00	0.00
315.00	24.29	-1.00	-1.00	-1.00	-1.00	0.00
316.00	11.78	-1.00	-1.00	-1.00	-1.00	0.00
317.00	25.91	-1.00	-1.00	-1.00	-1.00	0.00
318.00	26.20	-1.00	-1.00	-1.00	-1.00	0.00
319.00	14.13	-1.00	-1.00	-1.00	-1.00	0.00
320.00	26.55	-1.00	-1.00	-1.00	-1.00	0.00
321.00	38.50	-1.00	-1.00	-1.00	-1.00	0.00
322.00	27.79	-1.00	-1.00	-1.00	-1.00	0.00
323.00	25.91	-1.00	-1.00	-1.00	-1.00	0.00
324.00	25.02	-1.00	-1.00	-1.00	-1.00	0.00
325.00	25.02	-1.00	-1.00	-1.00	-1.00	0.00
326.00	25.61	-1.00	-1.00	-1.00	-1.00	0.00
327.00	25.61	-1.00	-1.00	-1.00	-1.00	0.00
328.00	24.73	-1.00	-1.00	-1.00	-1.00	0.00
329.00	21.79	-1.00	-1.00	-1.00	-1.00	0.00
330.00	29.02	-1.00	-1.00	-1.00	-1.00	0.00
331.00	25.32	-1.00	-1.00	-1.00	-1.00	0.00
332.00	25.02	-1.00	-1.00	-1.00	-1.00	0.00
333.00	24.73	-1.00	-1.00	-1.00	-1.00	0.00
334.00	25.02	-1.00	-1.00	-1.00	-1.00	0.00
335.00	27.00	-1.00	-1.00	-1.00	-1.00	0.00
336.00	25.11	-1.00	-1.00	-1.00	-1.00	0.00
337.00	25.61	-1.00	-1.00	-1.00	-1.00	0.00
338.00	25.61	-1.00	-1.00	-1.00	-1.00	0.00
339.00	17.37	-1.00	-1.00	-1.00	-1.00	0.00
340.00	28.50	-1.00	-1.00	-1.00	-1.00	0.00
341.00	15.83	-1.00	-1.00	-1.00	-1.00	0.00
342.00	34.87	-1.00	-1.00	-1.00	-1.00	0.00
343.00	26.79	-1.00	-1.00	-1.00	-1.00	0.00
344.00	25.91	-1.00	-1.00	-1.00	-1.00	0.00
345.00	24.73	-1.00	-1.00	-1.00	-1.00	0.00
346.00	25.91	-1.00	-1.00	-1.00	-1.00	0.00
347.00	25.91	-1.00	-1.00	-1.00	-1.00	0.00
348.00	25.32	-1.00	-1.00	-1.00	-1.00	0.00
349.00	26.20	-1.00	-1.00	-1.00	-1.00	0.00
350.00	25.91	-1.00	-1.00	-1.00	-1.00	0.00
351.00	25.61	-1.00	-1.00	-1.00	-1.00	0.00
352.00	25.91	-1.00	-1.00	-1.00	-1.00	0.00
353.00	10.30	-1.00	-1.00	-1.00	-1.00	0.00
354.00	26.50	-1.00	-1.00	-1.00	-1.00	0.00
355.00	29.15	-1.00	-1.00	-1.00	-1.00	0.00
356.00	27.97	-1.00	-1.00	-1.00	-1.00	0.00
357.00	25.61	-1.00	-1.00	-1.00	-1.00	0.00
358.00	26.77	-1.00	-1.00	-1.00	-1.00	0.00
359.00	25.93	-1.00	-1.00	-1.00	-1.00	0.00
360.00	18.38	-1.00	-1.00	-1.00	-1.00	0.00
361.00	28.20	-1.00	-1.00	-1.00	-1.00	0.00
362.00	24.75	-1.00	-1.00	-1.00	-1.00	0.00
363.00	23.26	-1.00	-1.00	-1.00	-1.00	0.00
364.00	24.35	-1.00	-1.00	-1.00	-1.00	0.00
365.00	18.45	-1.00	-1.00	-1.00	-1.00	0.00
366.00	31.64	-1.00	-1.00	-1.00	-1.00	0.00
367.00	27.38	-1.00	-1.00	-1.00	-1.00	0.00
368.00	28.39	-1.00	-1.00	-1.00	-1.00	0.00
369.00	25.88	-1.00	-1.00	-1.00	-1.00	0.00
370.00	11.80	-1.00	-1.00	-1.00	-1.00	0.00
371.00	16.19	-1.00	-1.00	-1.00	-1.00	0.00
372.00	16.19	-1.00	-1.00	-1.00	-1.00	0.00
373.00	28.26	-1.00	-1.00	-1.00	-1.00	0.00
374.00	34.32	-1.00	-1.00	-1.00	-1.00	0.00
375.00	25.32	-1.00	-1.00	-1.00	-1.00	0.00
376.00	27.67	-1.00	-1.00	-1.00	-1.00	0.00
377.00	22.08	-1.00	-1.00	-1.00	-1.00	0.00
378.00	23.19	-1.00	-1.00	-1.00	-1.00	0.00
379.00	33.56	-1.00	-1.00	-1.00	-1.00	0.00
380.00	26.26	-1.00	-1.00	-1.00	-1.00	0.00
381.00	24.14	-1.00	-1.00	-1.00	-1.00	0.00
382.00	24.14	-1.00	-1.00	-1.00	-1.00	0.00
383.00	25.32	-1.00	-1.00	-1.00	-1.00	0.00
384.00	27.97	-1.00	-1.00	-1.00	-1.00	0.00
385.00	24.91	-1.00	-1.00	-1.00	-1.00	0.00
386.00	27.08	-1.00	-1.00	-1.00	-1.00	0.00
387.00	26.20	-1.00	-1.00	-1.00	-1.00	0.00
388.00	24.14	-1.00	-1.00	-1.00	-1.00	0.00
389.00	18.25	-1.00	-1.00	-1.00	-1.00	0.00
390.00	14.13	-1.00	-1.00	-1.00	-1.00	0.00
391.00	27.38	-1.00	-1.00	-1.00	-1.00	0.00
392.00	22.96	-1.00	-1.00	-1.00	-1.00	0.00
393.00	26.79	-1.00	-1.00	-1.00	-1.00	0.00
394.00	27.08	-1.00	-1.00	-1.00	-1.00	0.00
395.00	22.96	-1.00	-1.00	-1.00	-1.00	0.00
396.00	27.90	-1.00	-1.00	-1.00	-1.00	0.00
397.00	26.20	-1.00	-1.00	-1.00	-1.00	0.00
398.00	25.32	-1.00	-1.00	-1.00	-1.00	0.00
399.00	25.02	-1.00	-1.00	-1.00	-1.00	0.00
10.1.1.1	17.22	446411.44
10.1.1.6	0.73	4607.34
